url,POSTING_CARD_GALLERY,CARD_FAV,price_value,price_type,expenses_value,expenses_type,location,POSTING_CARD_FEATURES,description,CARD_VIEWPHONE,CARD_WHATSAPP,CARD_CONTACT_MODAL,address,square_meters_area,rooms,bedrooms,bathrooms,phone,parking
/propiedades/clasificado/veclappa-monoambiente-en-venta.-dueno-directo.-sin-comisiones.-55428256.html,9,,62000,USD,120000,$,"San Nicolás, Capital Federal",42 m² tot.1 baño,Planta baja con jardín. Seguridad 24 horas.,,,Contactar,Lavalle & Reconquista,42,,,1,,
/propiedades/clasificado/veclappa-dueno-vende-dpto-a-estrenar-en-barrio-bancario-55420630.html,12,,63500,USD,$ 1 Expensas,,"Barrio Villa Marini, Godoy Cruz",70 m² tot.1 dorm.1 coch.,"Luminoso departamento a 3 cuadras de calle Beltrán, tren y ciclovía en zona residencial del Barrio Bancario. Amplio living comedor, cocina completa con alacenas modernas. Antebaño con mueble vanitory flotante y baño completo. Amplio dormitorio con placares. Balcón. Cómoda cochera con portón automático. Instalación eléctrica lista para aires acondicionados. Alarma por celular en el complejo.",,WhatsApp,Contactar,Malvinas Argentinas,70,,1,,,1
/propiedades/clasificado/veclappa-dueno-vende-departamento-categoria-excelente-ubicacion-55412371.html,34,,180000,USD,140000,$,"Avellaneda, Avellaneda",75 m² tot.1 amb.2 dorm.2 baños,Departamento en muy buen estado luminoso detalles de categoria.. contrafrente con excelente vista la mejor ubicacion baños completos.. amplios placares impecable,,WhatsApp,Contactar,Sarmiento 178,75,1,2,2,,
/propiedades/clasificado/veclappa-dueno-directo-vende-departamento-apto-profesional-55405482.html,18,,89000,USD,90000,$,"Belgrano R, Belgrano",30 m² tot.1 amb.,"Departamento apto profesional en zona comercial. Cerca de cabildo y congreso, zona de Subtes y colectivos. El edificio tiene sum y laundry. Excelente estado",,,Contactar,Amenábar 2800,30,1,,,,
/propiedades/clasificado/veclappa-pasaje-quirno-costa-super-luminoso-dueno-vende-55397504.html,10,,200000,USD,100000,$,"Recoleta, Capital Federal",76 m² tot.4 amb.2 dorm.2 baños,"Dueño directo. Encantador departamento ubicado en un pasaje tranquilo en Barrio Norte, Buenos Aires. (A 2 cuadras de Av. Santa Fe y 2 cuadras de Av. Pueyrredon). Ultimo piso, super luminoso. Orient Este. 76m2. Living comedor + 2 hab + 2 baños comp. + escritorio/sala de estar + balcón/terraza. Alquiler promedio Airbnb 1200usd mes (4p) - opción amoblado directo para alquilar. Dueño directo - Apto Crédito.",,,Contactar,Doctor Norberto Quirno Costa 1224,76,4,2,2,,
/propiedades/clasificado/veclappa-dueno-vende-3-ambiente-al-frente-con-cochera-55380870.html,28,,218000,USD,285000,$,"Palermo, Capital Federal",68 m² tot.3 amb.2 dorm.1 baño1 coch.,"Departamento de 3 ambientes al frente con balcón en Palermo. . Cámaras de Vigilancia. Cochera fija. Parrilla, sum, Pileta y Laundry. Se trata de un 8vo piso al frente, muy luminoso, con vista abierta y Balcón. Cuenta con un gran living comedor con dos amplios ventanales, 2 dormitorios con placares (uno en suite), 2 baños y una amplia Cocina. Aires Acondicionados en todos los ambientes. Ubicación en Palermo, Bulnes y Av. Córdoba con cercanía a Colegios, Locales Comerciales y conectividad a toda la ciudad por numerosas líneas de colectivos y subtes (D, B y H) Intermediarios/Inmobiliarias favor abstenerse.",,,Contactar,Bulnes 1175,68,3,2,1,,1
/propiedades/clasificado/veclappa-dueno-vende-3-ambientes-en-planta-baja-con-patio-55380964.html,6,,120000,USD,110000,$,"Recoleta, Capital Federal",78 m² tot.3 amb.2 dorm.1 baño,3 ambientes. Cocina. living. 2 habitaciones. 1 baño. patio de 4 X 7. contactarse por whatsapp. no es apto credito. .,,WhatsApp,Contactar,Juncal 2819,78,3,2,1,,
/propiedades/clasificado/veclappa-duena-vende-hermoso-departamento-apto-credito-54872164.html,8,,128000,USD,250000,$,"Alberdi, Córdoba",130 m² tot.6 amb.3 dorm.2 baños1 coch.,"Dueña vende hermoso y luminoso departamento, amplios ventanales, con la vista y sin el ruido de la Av. Colon, 3 dormitorios, 1 escritorio, cocina, lavadero, amplio living comedor, piso parket, caldera nueva. Con cochera subterranea. Apto credito!. Seguridad 24 hrs. Impecable y hermoso.",,WhatsApp,Contactar,Avenida Colón 845,130,6,3,2,,1
/propiedades/clasificado/veclappa-dueno-vende-amplio-monoambiente-apto-profesional-muy-55363696.html,6,,100000,USD,90000,$,"Recoleta, Capital Federal",39 m² tot.1 amb.1 baño,"Dueño vende: - Amplio monoambiente divisible, muy luminoso, todo externo, piso alto, impecable. - Apto profesional, permite alquiler temporal, acepta mascotas. - Excelente ubicación, a metros de Avenida Santa Fe y Pueyrredón, subtes D y H, zona facultades. - Video en Youtube: QjYogneqqi",,WhatsApp,Contactar,Arenales 2400,39,1,,1,,
/propiedades/clasificado/veclappa-dueno-vende-departamento-centro-de-neuquen-dommo-park-55360730.html,9,,120000,USD,,,"Área Centro Oeste , Neuquén",50 m² tot.2 amb.1 dorm.1 baño,"Venta torre dommo park business center. torre dommo park, es un edificio tecnológico, digital, sustentable, para consultorios, oficinas y departamentos para alquiler temporario. Ubicación: calle Santiago del Estero 45 entre calle J. B. Justo y San Martin. Ubicación estratégica dentro de la ciudad de Neuquén. Amenities. Comedor de uso diario con asadores de libre acceso. Gimnasio. Sala de reuniones común de 55 m2, con conectividad. WiFi y pantallas con cámaras. Vistas panorámicas de la ciudad. Movilidad sustentable flota de bicicletas y monopatines eléctricos propios de la torre para los usuarios. Detalles de terminacion: Grifería: Cierre cerámico marca fv, Roca Argentina, Peirano o similar. Artefactos de baño: marca Roca Argentina, Ferrum o similar. Climatización: Sistema de climatización variable vrv. central (frio/calor) Aberturas pvc: doble vidrio hermético, sustentables. Pisos: porcelanato. Revoques: yeso. Cielo raso en hormigón visto. Departamento de 2 ambientes con un dormitorio y 50m2 totales. Piso 9 F. Se acepta financiación corta y se evalúan permutas. Fecha de entrega: Junio 2027.",,,Contactar,Santiago del Estero 36,50,2,1,1,,
/propiedades/clasificado/veclappa-duena-vende-hermoso-dpto-c-cochera-en-cofico-51052235.html,12,,90000,USD,,,"Cofico, Córdoba",85 m² tot.5 amb.2 dorm.1 baño1 coch.,"Ph con cochera en planta baja, ubicado en calle Molinari Romero casi esquina Allende, de 3 plantas. El dpto está en el segundo piso por escalera. Cuenta con dos habitaciones con placar, mas un altillo/estudio en el entrepiso al que se accede por escalera de madera. Baño con antebaño y bañera. Cocina separada, amplia y. luminosa. Living comedor amplio, con salida al balcón, muy luminoso. Terraza propia con asador, y otra terraza compartida. Sin expensas.",,WhatsApp,Contactar,Luis Molinari Romero 1200,85,5,2,1,,1
/propiedades/clasificado/veclappa-vendo-departamento-dueno-directo-en-caballito-muy-53836101.html,9,,97000,USD,62000,$,"Parque Rivadavia, Caballito",38 m² tot.3 amb.2 dorm.1 baño,"Departamento 3 ambientes sobre rivadavia en caballito a media cuadra del parque rivadavia, calefacción central. Seguridad las 24 horas, cuatro ascensores.",,WhatsApp,Contactar,Pasaje el Maestro 5,38,3,2,1,,
/propiedades/clasificado/veclappa-hermoso-departamento-en-recoleta-dueno-directo-vende-46840317.html,27,,345000,USD,360000,$,"Recoleta, Capital Federal",151 m² tot.4 amb.2 dorm.2 baños1 coch.,"Venta de Espectacular departamento de 4 ambientes y cochera móvil, en 2° piso con vista a la calle. Posee una excelente ubicación, muy cerca de todo: clínicas, colegios y medios de transportes en la puerta. Seguridad 24hs. - Este impecable y confortable departamento, fue modificado por completo y refaccionado en su totalidad hace solo dos años, cañerías y electricidad de primeras marcas. Remodelado con muy buen gusto y excelentes materiales. El departamento tenía 3 dormitorios y dependencia (Tengo plano de cómo era originalmente), pero se utilizó uno de los dormitorios para hacer el dormitorio en suite con vestidor. La dependencia se modificó para armar un playroom con sillón y tv, fácilmente puede volverse a dependencia. El departamento cuenta con: Calefacción losa radiante y servicios centrales. Puertas Blindadas. Entrada principal con palier privado y entrada de servicio. Doble circulación. Sin dejar detalles al azar, esta todo pensado para ser un departamento super funcional y a la vez muy estético y con excelente terminaciones. Balcón súper amplio y cerramiento aluminio Módena cierre hermético. Deck de madera en el piso y cubierta de madera tapando los motores del aire acondicionados haciendo un espacio más para disfrutar de este balcón al máximo. No hay ruidos, siendo un segundo piso a la calle es muy silencioso y tranquilo gracias al cerramiento elegido por los propietarios. Tiene vidrios polarizados por el lado de afuera siendo estos especiales para aislar temperatura y a la vez crear clima de intimidad en el living comedor sin quitar luz natural y ventilación cruzada. Persianas automatizadas en los ventanales. Pisos de parquet en living comedor, dormitorios, estar, playroom, en estado impecable dando calidez a cada ambiente. En la cocina, lavadero y baños encontramos pisos de porcelanato. Toilette de muy buen tamaño, encontramos en este mismo espacio un amplio placard de guardarropas y recepción. Living comedor con mucha luz y sol natural, orientación Este. Con medidas muy amplias y cómodas, encontramos en este mismo ambiente un mueble amurado hecho a medida de guardado muy estético y biblioteca. Comedor para mesa de 8 o 10 personas. Estar / Playroom que se cierra con una puerta corrediza para incorporarse o separarse del living comedor. En el mismo encontramos un lugar de guardado de amplio tamaño y profundidad. Cocina comedor completa, grande, súper moderna y cómoda con isla de guardado y mesadas de Silestone. Pileta de acero inoxidable Johnson y grifería Piazza y fv. Alacena y bajo mesada completa, espacio para heladera, extractor de aire, lavavajilla, mueble de tv, y una mesa rebatible que se guarda en la misma isla o se puede usar como comedor diario. Ventilación al aire luz del edificio. Lavadero y baño de servicio separado, con ventilación natural ambos al aire luz del edificio. El comedor de diario original, se convirtió en un gimnasio equipado con aire acondicionado y tv. Este espacio también ventila al aire luz. Después tenemos el hall de distribución donde está muy bien aprovechado el espacio para un escritorio con equipamiento necesario y cómodo para trabajar. Los dos dormitorios con muy buenas dimensiones y cada uno con su baño completo, con hidromasaje. El dormitorio principal cuenta con un vestidor del tamaño de una habitación extra, y un amplio baño en suite, con dos bachas y mesadas de mármol de carrara. Se vende con parte del mobiliario del departamento, como se ve en las fotos. El plano que se publicó no es el actual, es de cómo se veía el departamento antes de la reforma, el plano de la reforma desgraciadamente no lo tenemos. Transportes Cercanos: Colectivos: 10, 12, 17, 29, 37, 39, 41, 57, 59, 60, 61, 62, 64, 68, 75, 95, 99, 101, 106, 108, 109, 111, 118, 124, 132, 140, 150, 152, 194. Subtes (Metro): facultad de medicina (Línea D), pueyrredon (Línea D), santa fe (Línea H) Datos útiles: Barrio: Recoleta. Comuna: Comuna 2. Área Hospitalaria: htal. J. A. fernández. Comisaría Comunal: 2. Comisaría Vecinal: 2B. Distrito Escolar: Distrito. Inmobiliarias y desarrolladores por favor abstenerse, no estamos interesados en sus servicios, no insistan por ofrecer sus servicios.",,WhatsApp,Contactar,Av. Santa Fe,151,4,2,2,,1
/propiedades/clasificado/veclappa-dueno-vende-2ambs-34-m-55346519.html,11,,67900,$,70000,$,"Almagro Norte, Almagro",34 m² tot.2 amb.1 dorm.1 baño,Dueño Vende sin comisión apto crédito bancario. Semipiso de 2 ambientes de 34 mts' baño completo y cocina chica pero completa habitacion en Suite con gran placard en Almagro a 1 cuadra del Shopping Abasto 3er piso a la calle orientacion Norte todo luz y Sol edificio con gran sotano posibilidad de bauleras terraza de uso común con lavadero ascensor somos solo 15 propietarios y la Porteria es un bien común y se esta por Alquilar. Titulo perfecto escrituracion rápida edificio de 7 pisos sin juicios ni deudas pendientes. Se puede visitar previa cita.,,,Contactar,Valentín Gómez,34,2,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-monoambiente-amplio-barrio-sur.-55343308.html,13,,30000,$,,,"San Miguel de Tucumán, Tucuman",37 m² tot.1 amb.1 dorm.,"Monoambiente 37m2 totales con separación. Ubicado en calle General Paz N° 1063, San Miguel de Tucumán. Piso 12, contrafrente. Precio: $29. 500 usd. Cuenta con: Cocina con bajo mesada. Dormitorio con Separación. Placard empotrado. Baño completo. Balcón. Impuestos, servicios y expensas al día. **Se vende con boleto de Compraventa con opción de escriturar a voluntad del comprador** Expensas bajas. Posibilidad de cochera en el edificio. Para más información: Ver datos. Ver datos (solo whatsapp)",,WhatsApp,Contactar,General José María Paz 1063,37,1,1,,,
/propiedades/clasificado/veclappa-departamento-3-ambientes-recoleta-dueno-vende-55333160.html,18,,232000,USD,,,"Recoleta, Capital Federal",90 m² tot.3 amb.2 dorm.2 baños,"Dueño directo vende – hermoso departamento 3 ambientes en recoleta/barrio norte. En el corazón de Barrio Norte – Recoleta, sobre Av. Córdoba, a pasos de facultades, centros comerciales y rodeado de múltiples medios de transporte (líneas de colectivo y subtes B, D y H a 4 y 6 cuadras). Superficie: 80 m² cubiertos + 10 m² descubiertos. Ambientes luminosos y modernos: Amplio living comedor con salida al balcón al frente mediante puerta ventana, equipado con aire acondicionado frío-calor. Cocina y lavadero independiente con salida al balcón. Habitación principal en suite con baño completo y salida al balcón. Aire acondicionado frío-calor. Segunda habitación con placard completo, luminosa y funcional. Baños: baño en suite con bañer, baño completo con ducha entre habitaciones y toilette en el living comedor. Dos balcones al frente, ideales para disfrutar del aire libre y con luz durante casi todo el día. Detalles de calidad y seguridad: Puerta blindada (marca Pentágono). Pisos de porcelanato de primera calidad en todos los ambientes. Aberturas de aluminio con doble vidrio hermético (aislamiento acústico y térmico) y rejas corredizas para mayor tranquilidad. Amenities y servicios del edificio: Terraza con piscina, solárium, parrilla y baño. Laundry completo con lava-secadora en el subsuelo. Agua caliente central y totalmente equipado con energía eléctrica (sin gas). Tótem de seguridad Prosegur con vigilancia remota 24 horas. Ascensor Hoch, moderno y eficiente. Apto profesional y mascotas, ideal para combinar vivienda y trabajo. Inmobiliarias abstenerse, gracias.",,,Contactar,Agüero 1000,90,3,2,2,,
/propiedades/clasificado/veclappa-dueno-3-amb-vende-mejor-zona-de-lugano-55301895.html,10,,125000,USD,,,"Villa Lugano, Capital Federal",70 m² tot.3 amb.2 dorm.1 baño,"3 ambientes pb, patio, muy luminoso, excelente zona, muy buen edifico, pocos deptos. Dueño directo, muy buena ubicación, muy buena ventilación, coordinar para visitar",,,Contactar,Sayos 6048,70,3,2,1,,
/propiedades/clasificado/veclappa-dueno-directo-vende-departamento-en-dos-plantas-55300932.html,14,,175000,USD,,,"La Cuesta, La Calera",1 m² tot.7 amb.2 dorm.2 baños1 coch.,"Departamento ubicado en country la cuesta Villa residencial. Dos dormitorios amplios, 3 baños, living comedor con cocina Semi integrada y terraza con espectacular vista a las montañas. El edificio cuenta con pileta, 2 quinchos, gimnasio, estacionamiento y lavadero.",,,Contactar,LA CUESTA VILLA RESIDENCIAL,1,7,2,2,,1
/propiedades/clasificado/veclappa-dueno-vende-departamento-hermoso-refaccionado-en-55284193.html,33,,34900,USD,10000,$,"Zona Centro, Villa Gesell",32 m² tot.2 amb.1 dorm.1 baño1 coch.,"Dueño vende hermoso departamento, muy luminoso y alegre, con refacción a estrenar en Villa Gesell. Dos ambientes, cocina americana, dos balcones: uno muy grande en el dormitorio y otro pequeño en el living. El departamento está en un edificio habitado todo el año por los propietarios, en más de un cincuenta por ciento, en la zona arbolada del hospital de Gesell. Terraza, lavadero y parrillas comunes. Cochera de cortesía en la puerta del edificio para los propietarios. A seis cuadras de la playa, a tres cuadras de la avenida 3, con negocios abiertos todo el año (supermercado, farmacia, dietética, verdulerías, carnicerías, bazares, ferreterías, cafeterías y restaurantes), en una zona inmejorable, y a diez cuadras del centro. A dos cuadras hay una proveeduría abierta las 24 horas de lunes a viernes y a una cuadra pasa el colectivo. Los balnearios cercanos son Áfrika y Dalí. El departamento está equipado y actualmente se alquila por airbnb, con puntaje de 4. 64 sobre 5. El edificio está en muy buen estado de conservación, bien mantenido, administrado por los propietarios, con bajísimas expensas, en torno a los diez mil pesos. Además, tiene wifi y cable comunes que se pagan una vez al año. ¡Vení a verlo!",,WhatsApp,Contactar,Avenida,32,2,1,1,,1
/propiedades/clasificado/veclappa-oportunidad-dueno-vende-2-dorm.-milienica-iv-55280169.html,24,,125000,USD,250000,$,"Villa Carlos Paz, Córdoba",106 m² tot.3 amb.2 dorm.2 baños1 coch.,"Vendo excepcional departamento, condominio de categoría situado sobre colectora, con excelentes vistas panorámicas a las sierras camino a la ciudad de Villa Carlos Paz. El complejo cuenta con Piletas, solárium, parque natural, juegos infantiles, cocheras de cortesía, salones totalmente equipados, dos niveles de cocheras cubiertas. Seguridad las 24 horas con control de acceso, cámaras de seguridad en todo el predio. Descripción: Living comedor con salida a gran balcón, con vista a las sierras, amplia cocina equipada con bajo mesada alacena, espacio para heladera, cocina instalada, caldera dual espacio para lavarropas, lavadero y balcón propio. Dos dormitorios, principal en Suite con vestidor, otro con placares completos, incluye calefacción central con radiadores en todos los ambientes y dos aires acondicionados instalados. El precio incluye cochera cubierta y amplia baulera. Vista a las sierras de todos los ambientes, piso 8. Sin comision!.",,WhatsApp,Contactar,Colectora,106,3,2,2,,1
/propiedades/clasificado/veclappa-dueno-vende-dpto.-1-dormitorio-abasto-54874253.html,23,,65000,USD,,,"Abasto, Distrito Centro",47 m² tot.3 amb.1 dorm.1 baño,"Dueño vende depto. De un dormitorio, Pte. Roca 1824. En excelente estado, con sólo 10 años de antigüedad. Ubicado en el corazón de Barrio Abasto, a una cuadra de avenida Pellegrini. El depto. Cuenta con 43 mts cubiertos y 47 mts totales. Se encuentra en un segundo piso al frente, con balcón a calle Pte. Roca. Al ingresar, encontrarás un amplio estar-comedor con salida al balcón, con orientación Este, proporcionando luz natural. La cocina está integrada al living, con mobiliario completo de bajo mesada, alacena, bacha de acero inoxidable y mesada de granito. En el sector íntimo, el departamento cuenta con baño completo (griferías en correcto funcionamiento, bañadera, vanitory, espejo y accesorios instalados), dormitorio con placard empotrado con su interior completo, y además un espacio comodín amplio, ideal para homeoffice. El dormitorio y el comodín poseen ventanas orientadas al Norte brindando una excelente iluminación y ventilación cruzada en todo el departamento. La unidad cuenta con servicios de gas natural, energía eléctrica, se entrega con 2 Equipos de aire acondicionado en perfecto estado y con Alarma central. Terminaciones de calidad con excelentes materiales, aberturas de aluminio con cortinas de enrollar de pvc. Rejas de seguridad en ventanas y balcón. El Barrio Abasto es uno de los barrios residenciales más preciados de la ciudad, contando con gran cantidad de transportes públicos, instituciones educativas y una amplia variedad de comercios. Documentación en regla, listo para escriturar. Marcos 0341 2 Ver datos",,,Contactar,Presidente Roca 1824,47,3,1,1,,
/propiedades/clasificado/veclappa--oportunidad!-dueno-vende-amplio-departamento-en-55257160.html,23,,150000,USD,,,"Centro Ciudad, Salta",142 m² tot.7 amb.3 dorm.2 baños1 coch.,"Amplio departamento con distribución funcional y orientación frente con vista a la calle (este). * Superficie: - Departamento: 128, 5 m² - Balcón: 13, 5 m² - Cochera: 15 m² * Distribución: - 3 dormitorios con placares empotrados. - 2 baños completos, uno en suite. - Living comedor con salida a un balcón tipo terraza ideal para disfrutar de la vista del Cerro San Bernardo. - Calefacción con tiro balanceado. - Amplia cocina comedor integrada, funcional con muebles bajo mesada y alacenas. - Lavadero independiente. - Habitación de servicio con baño. - Pisos de parquet en todos los ambientes, excepto cocina, lavadero y habitación de servicio. * Comodidades: - Ascensor principal con acceso al subsuelo (donde se encuentra la cochera) - Acceso de servicio por escalera y ascensor. - Cochera subterránea a metros del ascensor principal. - El edificio cuenta con la asistencia de 2 porteros, desde 6 a 22 hs. * Ubicación: - Excelente conectividad con el transporte público, múltiples líneas de colectivos a pocos metros del departamento. - Ubicado en una zona segura y estratégica a solo 8 cuadras de la Plaza 9 de Julio. ¡No dudes en contactarnos para coordinar una visita o resolver cualquierconsulta!",,,Contactar,Dr. Adolfo Güemes 427,142,7,3,2,,1
/propiedades/clasificado/veclappa-dueno-vende-departamento-3-ambientes-en-villa-devoto-54276241.html,19,,115000,USD,60000,$,"Villa Devoto, Capital Federal",60 m² tot.3 amb.2 dorm.1 baño,"Dueño vende. Departamento 3 ambientes en Av. Beiro 3851, (Villa Devoto), excelente ubicación, varias líneas de colectivos y ffcc. ; bajas expensas, edificio muy bien cuidado, U$S 115. 000. -sin comisión. = Si sos de una inmobiliaria, te comento la venta la manejo en forma personal, si usted tiene un posible comprador, no tengo problemas en que usted muestre la propiedad, aclaro que la comisión correría exclusivamente por cuenta del comprador. De interesarle mi tel es Ver datos.",,WhatsApp,Contactar,Av. Francisco Beiró 3851,60,3,2,1,,
/propiedades/clasificado/veclappa-dueno-directo-vende-departamento-en-san-isidro-55253225.html,12,,84000,USD,42000,$,"San Isidro Central, San Isidro",65 m² tot.2 amb.1 dorm.1 baño,"Excelente estado, a 5 cuadras de la estación de San Isidro y 1 cuadra de Av. Centenario. 2 ambientes, cocina, lavadero, living, dormitorio, baño y patio.",,,Contactar,3 de Febrero 100,65,2,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-dos-ambientes-frente-al-boulevard-olleros-55248238.html,15,,120000,USD,,,"Las Cañitas, Palermo",40 m² tot.2 amb.1 dorm.1 baño,"Depto. De dos ambientes en inmejorable ubicación frente al Boulevard Olleros (Palermo/Las Cañitas): living-comedor de 5x4, dormitorio de 3x3 con placard amplio, aire acondicionado, baño completo, cocina completa y lavadero separado. Piso de parquet plastificado. El edificio cuenta con cámaras de seguridad propias, así como un tótem de vigilancia 24/7 de la empresa Prosegur. A 200 metros de la estación de tren Lisandro de Torre, Buenos Aires Lawn Tennis, Lago de Palermo, Hipódromo de Palermo, Tattersall, A 50 metros de Av. Luis María Campos y todos los medios de transporte, Embajada de Alemania, Hospital Militar Central, Shopping La Abadía.",,WhatsApp,Contactar,Olleros 1800,40,2,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-dpto-neuquen-zona-sapac-automotores-54483940.html,5,,55,USD,,,"Neuquén, Neuquen",57 m² tot.2 amb.1 dorm.1 baño1 coch.,"Departamento contrafrente con 1dorm c/placard, cocina c/alacenas, patio interno privado, cochera descubierta propia, rejas, alarma, piso granito. 1Calefactor, 1Termotanque. Solo wsapp 2w9h9a4t1s9a2p3p9p5.",,,Contactar,General Güemes,57,2,1,1,,1
/propiedades/clasificado/veclappa-dueno-vende-piso-a-estrenar-quilmes-centro-55239233.html,9,,179000,USD,150000,$,"Centro, Quilmes",98 m² tot.3 amb.2 dorm.1 baño1 coch.,"Piso en 4to piso en Edificio Magno l. Magno l es un edificio de categoría ubicado en Quilmes sobre la calle 3 de Febrero N°178 entre Gran Canarias y Aristóbulo del Valle. Cuenta con un recibidor accesible directamente desde el ascensor, moderna cocina con artefactos de cocina y spar, amplio y luminoso living - comedor con salida al balcón, toilette, 2 dormitorios con placard y balcón y un baño completo. Caldera y sistema de calefacción por radiadores. Edificio construido bajo el régimen de copropiedad integrado por: Piso 8°: sector de sum con Parrilla y baño, gimnasio y un sector de esparcimiento con hermosas vistas. ¡diseño Y confort en un sólo edificio! Detalles de categoría: - Acceso peatonal completamente vidriado. - Cámaras de seguridad para acceso y cocheras. - Pisos de porcelanato pulido en cocina, estar-comedor y baños. - Pisos flotantes en dormitorios. - Mesada de cocina de mármol con bacha doble de acero inoxidable. - Mueble de cocina y frente de placard, desde piso hasta cielorraso, de melamina enchapada. - Baños con grifería línea F. V. - Carpinterías de aluminio anodizado de alta prestación y D. V. H. - Agua fría, caliente y calefacción con cañerías por termo fusión. - Instalaciones eléctricas con circuitos independientes para luces, tomas y A/ Acondicionado. Ubicación de privilegio: - A pocos metros de la Estación de Tren de Quilmes. - Cercanía al Centro de Quilmes y demás prestaciones de la Localidad. - Fácil y rápido acceso a la Autopista Bs As - La Plata y a Localidades vecinas.",,,Contactar,3 de Febrero 178,98,3,2,1,,1
/propiedades/clasificado/veclappa-dueno-vende-directo-departamento-muy-luminoso-55177903.html,15,,140000,USD,85000,$,"Villa Urquiza, Capital Federal",70 m² tot.3 amb.2 dorm.1 baño,"Dueño directo vende: Sin comisión, sin intermediarios, departamento de 3 ambientes luminoso en barrio Villa Urquiza (caba), a una cuadra de la estación Urquiza del ferrocarril Mitre y a 2 cuadras de la estación de subte B J. M. De Rosas, 2 dormitorios amplios con sus respectivos placares, living-comedor, cocina independiente, lavadero, baño y baulera, balcón corrido, superficie total 70 m2, sup. Cubierta 65 m2, venta directa, abstenerse inmobiliarias.",,WhatsApp,Contactar,Andonaegui 2300,70,3,2,1,,
/propiedades/clasificado/veclappa-dueno-vende-apto-credito-2-amb-la-boca-54912321.html,16,,48000,USD,85000,$,"La Boca, Capital Federal",36 m² tot.2 amb.1 dorm.1 baño,Excelente departamento en venta. 2 ambientes - La Boca. Aristóbulo del Valle y Necochea. Expensas $Ver datos. Super Luminoso. A 1 cuadra de A. Brown (Metrobus) 15 minutos del centro. Piso 12 (no último piso) Vista al Río de la Plata y Puerto Madero,,WhatsApp,Contactar,Aristóbulo del Valle 285,36,2,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-dpto-3amb-c-balcon-ctfte.-super-luminoso!-55642509.html,23,,109000,$,,,"Floresta Norte, Floresta",64 m² tot.3 amb.2 dorm.1 baño,Dueño vende dpto 3amb c/balcon ctfte. Super luminoso!! -Inmobiliarias e intermediarios abstenerse. -Impecable estado listo para habitar. -medidas aproximadas: -living 7x3mts con ventanal puertas corredisas. -balcon 3x1mts. -cocina 3x2 equipada con muebles. -Lavadero 2. 70x 1mts con pileta lavatoria y lugar para el lavarropas. -pasillo con placard empotrado puertas corredizas. -dormitorio 4x3mts placard empotrado puertas corredizas. -dormitorio 3x2 mts. -baño amplio completo 2. 70 x2mts con bañadera bidet etc.,,,Contactar,Avenida Juan Bautista Justo & Bahía Blanca,64,3,2,1,,
/propiedades/clasificado/veclappa-dueno-vende-amplio-2-ambientes-zona-1-miramar-55637806.html,17,,65000,USD,85000,$,"Centro - Zona 1, Miramar",68 m² tot.2 amb.1 dorm.1 baño1 coch.,"Amplio 2 ambientes, equipado, capacidad 6 plazas, balcón sobre peatonal, espaciosa cochera, Torre Inficó Solo WhatsApp Ver datos 0 Ver datos",,,Contactar,Calle 20 1066,68,2,1,1,,1
/propiedades/clasificado/veclappa-dueno-vende-departamento-2-amb-s-av-corrientes-y-55631062.html,11,,63000,USD,79000,$,"Villa Crespo, Capital Federal",36 m² tot.2 amb.1 dorm.1 baño,"Dueño vende departamento 2 amb S/av corrientes Y dorrego. A 1/2 cuadra de estacion subte B, estacion tren villa crespo sobre av corrientes. -trato directo de dueño A dueño (no deseo intervencion inmobiliaria) -ubicacion lateral con muchisima luminosidad. -living 5X3 mts con lindo ventanal Y muy aereado. -pasillo 2X 1 metro con placard empotrado puerta corrediza. -baño grande de 3X2 con bañadera bidet completo con ventanita de aereacion. -dormitorio de 380X3 con vista semi abierta, mucho aire Y luminosidad. - cocina de 3X1, 50mts con vista semiabierta, ventana Y muchismo aire Y luz. Con lugar para la heladera Y pequeño lavadero con pileta. -medidas en mts aproximadas. -muy buen estado de conservacion, listo para vivir. -documentacion al dia para escriturar en la escribania que vos elijas. -trato de dueño A dueño, no deseo operar con inmobliliarias",,WhatsApp,Contactar,Av. Corrientes,36,2,1,1,,
/propiedades/clasificado/veclappa-dueno-directo-vende-preciosa-oficina-al-frente.-53782663.html,18,,89900,USD,,,"San Nicolás, Capital Federal",64 m² tot.4 amb.1 baño,"Hermosa oficina lista para usar! Estado impecable. Sobre el hermoso Pasaje Del Carmen, entre Viamonte y Av. Córdoba, altura 1600. A media cuadra de la Facultad de Medicina de la usal, dos cuadras de Av. Callao, 4 cuadras y media de Plaza Libertad, 5 cuadras y media del Teatro Colon y 6 cuadras y media de la Av. 9 de Julio. , ademas de la cercanía con universidades de la usal y uces. El edificio cuenta con Encargado y y vigilancia. El departamento tiene una amplia recepción, toilette, sala de reuniones, dos oficinas, una amplisima, que se puede aprovechar para tener otra sala o dividirla para obtener una oficina mas. Recientemente pintada. La zona es tranquila pero en el corazón de todo! Se deja prácticamente todo el mobiliario exhibido.",,WhatsApp,Contactar,Del Carmen 750,64,4,,1,,
